path,line,function,async,executable_body_lines,executed_body_lines,execution_evidence
networkly_web/accounts/access.py,7,beta_enabled,False,1,1,All body lines exercised
networkly_web/accounts/access.py,11,effective_plan,False,4,4,All body lines exercised
networkly_web/accounts/access.py,18,has_individual_features,False,1,1,All body lines exercised
networkly_web/accounts/access.py,22,sync_user_filter,False,2,2,All body lines exercised
networkly_web/accounts/access.py,28,plan_label,False,1,1,All body lines exercised
networkly_web/accounts/adapter.py,37,NetworklyAccountAdapter.is_open_for_signup,False,1,1,All body lines exercised
networkly_web/accounts/adapter.py,42,NetworklyAccountAdapter.save_user,False,3,2,Some body lines exercised
networkly_web/accounts/adapter.py,47,NetworklyAccountAdapter.render_mail,False,6,6,All body lines exercised
networkly_web/accounts/adapter.py,56,NetworklyAccountAdapter.add_message,False,3,3,All body lines exercised
networkly_web/accounts/adapter.py,67,_deny_signup,False,3,3,All body lines exercised
networkly_web/accounts/adapter.py,74,_verified_google_email,False,10,9,Some body lines exercised
networkly_web/accounts/adapter.py,92,NetworklySocialAccountAdapter._admission_email,False,7,7,All body lines exercised
networkly_web/accounts/adapter.py,101,NetworklySocialAccountAdapter.pre_social_login,False,6,5,Some body lines exercised
networkly_web/accounts/adapter.py,111,NetworklySocialAccountAdapter.is_open_for_signup,False,4,3,Some body lines exercised
networkly_web/accounts/adapter.py,117,NetworklySocialAccountAdapter.save_user,False,8,6,Some body lines exercised
networkly_web/accounts/adapter.py,122,NetworklySocialAccountAdapter.save_user.create_user,False,8,7,Some body lines exercised
networkly_web/accounts/admin.py,124,BetaInvitationForm.clean_email,False,3,3,All body lines exercised
networkly_web/accounts/admin.py,137,BetaInvitationAdmin.has_delete_permission,False,1,1,All body lines exercised
networkly_web/accounts/admin.py,140,BetaInvitationAdmin.has_change_permission,False,1,1,All body lines exercised
networkly_web/accounts/admin.py,143,BetaInvitationAdmin.get_fields,False,1,1,All body lines exercised
networkly_web/accounts/admin.py,146,BetaInvitationAdmin.get_readonly_fields,False,1,1,All body lines exercised
networkly_web/accounts/admin.py,149,BetaInvitationAdmin.changeform_view,False,4,3,Some body lines exercised
networkly_web/accounts/admin.py,156,BetaInvitationAdmin.save_model,False,2,2,All body lines exercised
networkly_web/accounts/apps.py,8,AccountsConfig.ready,False,1,1,All body lines exercised
networkly_web/accounts/beta.py,34,normalize_email,False,3,3,All body lines exercised
networkly_web/accounts/beta.py,40,email_fingerprint,False,1,1,All body lines exercised
networkly_web/accounts/beta.py,44,beta_limit,False,1,1,All body lines exercised
networkly_web/accounts/beta.py,49,registry_lock,False,6,5,Some body lines exercised
networkly_web/accounts/beta.py,58,_existing_users,False,1,1,All body lines exercised
networkly_web/accounts/beta.py,62,capacity_status,False,4,4,All body lines exercised
networkly_web/accounts/beta.py,70,_snapshot_existing_users,False,7,4,Some body lines exercised
networkly_web/accounts/beta.py,85,validate_invitation,False,9,8,Some body lines exercised
networkly_web/accounts/beta.py,99,invite_emails,False,12,12,All body lines exercised
networkly_web/accounts/beta.py,115,check_admission,False,14,14,All body lines exercised
networkly_web/accounts/beta.py,135,claim_invitation,False,11,10,Some body lines exercised
networkly_web/accounts/beta.py,150,anonymize_user_seats,False,7,7,All body lines exercised
networkly_web/accounts/forms.py,147,affiliation_is_long,False,1,1,All body lines exercised
networkly_web/accounts/forms.py,152,affiliation_lines,False,6,6,All body lines exercised
networkly_web/accounts/forms.py,189,_stale_cycle_label,False,4,4,All body lines exercised
networkly_web/accounts/forms.py,239,known_timezones,False,1,1,All body lines exercised
networkly_web/accounts/forms.py,254,timezone_choices,False,2,2,All body lines exercised
networkly_web/accounts/forms.py,394,ProfileForm.__init__,False,14,14,All body lines exercised
networkly_web/accounts/forms.py,448,ProfileForm.clean_avatar,False,22,17,Some body lines exercised
networkly_web/accounts/forms.py,517,ProfileForm.from_user,False,1,1,All body lines exercised
networkly_web/accounts/forms.py,553,ProfileForm.clean_school_emails,False,21,19,Some body lines exercised
networkly_web/accounts/forms.py,611,ProfileForm.affiliation_word_max,False,1,1,All body lines exercised
networkly_web/accounts/forms.py,617,ProfileForm.affiliation_long_note,False,1,1,All body lines exercised
networkly_web/accounts/forms.py,621,ProfileForm.shape_report,False,5,5,All body lines exercised
networkly_web/accounts/forms.py,642,ProfileForm.saved_long_ties,False,1,1,All body lines exercised
networkly_web/accounts/forms.py,660,ProfileForm.saved_shape_token,False,4,4,All body lines exercised
networkly_web/accounts/forms.py,672,ProfileForm.clean_affiliations,False,12,12,All body lines exercised
networkly_web/accounts/forms.py,701,ProfileForm.clean_timezone,False,6,5,Some body lines exercised
networkly_web/accounts/forms.py,714,ProfileForm.apply_to,False,28,28,All body lines exercised
networkly_web/accounts/forms.py,761,ProfileForm.apply_to.remove_unreferenced_avatar,False,2,2,All body lines exercised
networkly_web/accounts/forms.py,797,SectionForm.from_user,False,1,1,All body lines exercised
networkly_web/accounts/forms.py,802,SectionForm.initial_for,False,1,0,Body not exercised
networkly_web/accounts/forms.py,805,SectionForm.apply_to,False,1,0,Body not exercised
networkly_web/accounts/forms.py,826,WorkAuthorizationForm.__init__,False,4,4,All body lines exercised
networkly_web/accounts/forms.py,853,WorkAuthorizationForm.initial_for,False,2,2,All body lines exercised
networkly_web/accounts/forms.py,861,WorkAuthorizationForm.rows,False,1,1,All body lines exercised
networkly_web/accounts/forms.py,865,WorkAuthorizationForm.apply_to,False,8,8,All body lines exercised
networkly_web/accounts/forms.py,967,DefaultingRadioSelect.__init__,False,2,2,All body lines exercised
networkly_web/accounts/forms.py,971,DefaultingRadioSelect.format_value,False,3,3,All body lines exercised
networkly_web/accounts/forms.py,976,DefaultingRadioSelect.create_option,False,4,4,All body lines exercised
networkly_web/accounts/forms.py,1036,CadenceForm.__init__,False,10,10,All body lines exercised
networkly_web/accounts/forms.py,1092,CadenceForm.initial_for,False,11,11,All body lines exercised
networkly_web/accounts/forms.py,1125,CadenceForm.rows,False,9,9,All body lines exercised
networkly_web/accounts/forms.py,1161,CadenceForm.apply_to,False,14,14,All body lines exercised
networkly_web/accounts/forms.py,1221,WeeklyPaceForm.initial_for,False,1,1,All body lines exercised
networkly_web/accounts/forms.py,1224,WeeklyPaceForm.apply_to,False,2,2,All body lines exercised
networkly_web/accounts/forms.py,1261,NotificationsForm.initial_for,False,1,1,All body lines exercised
networkly_web/accounts/forms.py,1264,NotificationsForm.apply_to,False,2,2,All body lines exercised
networkly_web/accounts/management/commands/beta_invite.py,12,Command.add_arguments,False,1,1,All body lines exercised
networkly_web/accounts/management/commands/beta_invite.py,15,Command.handle,False,9,7,Some body lines exercised
networkly_web/accounts/management/commands/generate_vapid_keys.py,34,Command.handle,False,10,10,All body lines exercised
networkly_web/accounts/management/commands/pro_trial_expire.py,78,Command.handle,False,20,20,All body lines exercised
networkly_web/accounts/management/commands/seed_demo.py,59,demo_cycle,False,2,2,All body lines exercised
networkly_web/accounts/management/commands/seed_demo.py,93,Command.handle,False,39,37,Some body lines exercised
networkly_web/accounts/management/commands/seed_demo.py,143,Command.handle.contact,False,1,1,All body lines exercised
networkly_web/accounts/management/commands/seed_demo.py,156,Command.handle.touch,False,2,2,All body lines exercised
networkly_web/accounts/management/commands/send_deadline_push_alerts.py,82,_local_today,False,8,4,Some body lines exercised
networkly_web/accounts/management/commands/send_deadline_push_alerts.py,99,_due_rows,False,4,4,All body lines exercised
networkly_web/accounts/management/commands/send_deadline_push_alerts.py,131,_notification_text,False,5,5,All body lines exercised
networkly_web/accounts/management/commands/send_deadline_push_alerts.py,143,Command.add_arguments,False,3,3,All body lines exercised
networkly_web/accounts/management/commands/send_deadline_push_alerts.py,156,Command.handle,False,48,47,Some body lines exercised
networkly_web/accounts/middleware.py,34,activate_for_user,False,10,10,All body lines exercised
networkly_web/accounts/middleware.py,68,TimezoneMiddleware.__init__,False,1,1,All body lines exercised
networkly_web/accounts/middleware.py,71,TimezoneMiddleware.__call__,False,4,4,All body lines exercised
networkly_web/accounts/models.py,74,UserManager._create_user,False,7,6,Some body lines exercised
networkly_web/accounts/models.py,83,UserManager.create_user,False,3,3,All body lines exercised
networkly_web/accounts/models.py,88,UserManager.create_superuser,False,7,5,Some body lines exercised
networkly_web/accounts/models.py,305,User.__str__,False,1,1,All body lines exercised
networkly_web/accounts/models.py,308,User.save,False,4,4,All body lines exercised
networkly_web/accounts/models.py,354,PushSubscription.__str__,False,1,0,Body not exercised
networkly_web/accounts/models.py,359,BetaInvitationQuerySet.delete,False,2,2,All body lines exercised
networkly_web/accounts/models.py,387,BetaInvitation.__str__,False,1,1,All body lines exercised
networkly_web/accounts/models.py,390,BetaInvitation.delete,False,2,2,All body lines exercised
networkly_web/accounts/models.py,396,preserve_deleted_beta_seat,False,7,5,Some body lines exercised
networkly_web/accounts/onboarding_preview.py,51,_campus,False,1,1,All body lines exercised
networkly_web/accounts/onboarding_preview.py,65,read_answers,False,18,18,All body lines exercised
networkly_web/accounts/onboarding_preview.py,131,_matching,False,11,11,All body lines exercised
networkly_web/accounts/onboarding_preview.py,182,_narrowed_by,False,8,8,All body lines exercised
networkly_web/accounts/onboarding_preview.py,199,_phrase,False,3,3,All body lines exercised
networkly_web/accounts/onboarding_preview.py,231,profile_preview,False,19,19,All body lines exercised
networkly_web/accounts/onboarding_preview.py,336,work_preview,False,12,12,All body lines exercised
networkly_web/accounts/onboarding_preview.py,415,firms_preview,False,5,5,All body lines exercised
networkly_web/accounts/onboarding_preview.py,449,import_preview,False,1,1,All body lines exercised
networkly_web/accounts/onboarding_preview.py,471,build,False,7,6,Some body lines exercised
networkly_web/accounts/push.py,71,is_allowed_endpoint,False,14,13,Some body lines exercised
networkly_web/accounts/push.py,104,is_configured,False,1,1,All body lines exercised
networkly_web/accounts/push.py,111,send_notification,False,13,12,Some body lines exercised
networkly_web/accounts/services.py,77,_locked_active_user,False,4,3,Some body lines exercised
networkly_web/accounts/services.py,84,sign_out_other_sessions,False,12,12,All body lines exercised
networkly_web/accounts/services.py,115,set_target_firms,False,11,11,All body lines exercised
networkly_web/accounts/services.py,171,_norm,False,1,1,All body lines exercised
networkly_web/accounts/services.py,194,normalize_firm_name,False,8,8,All body lines exercised
networkly_web/accounts/services.py,224,_build_column_map,False,7,7,All body lines exercised
networkly_web/accounts/services.py,277,ImportResult.skipped,False,1,1,All body lines exercised
networkly_web/accounts/services.py,280,ImportResult.as_stats,False,1,1,All body lines exercised
networkly_web/accounts/services.py,292,_firm_lookup,False,6,6,All body lines exercised
networkly_web/accounts/services.py,317,match_firm_text,False,6,6,All body lines exercised
networkly_web/accounts/services.py,340,_guess_firm,False,4,3,Some body lines exercised
networkly_web/accounts/services.py,357,_group_unmatched_firms,False,14,13,Some body lines exercised
networkly_web/accounts/services.py,387,parse_contacts_csv,False,10,9,Some body lines exercised
networkly_web/accounts/services.py,401,_parse_contacts_csv,False,71,66,Some body lines exercised
networkly_web/accounts/services.py,540,import_contacts,False,15,12,Some body lines exercised
networkly_web/accounts/services.py,585,link_contacts_to_firm,False,15,15,All body lines exercised
networkly_web/accounts/services.py,626,import_template_csv,False,5,5,All body lines exercised
networkly_web/accounts/services.py,786,_firm_label,False,1,1,All body lines exercised
networkly_web/accounts/services.py,790,_json_cell,False,3,3,All body lines exercised
networkly_web/accounts/services.py,798,_dt,False,1,1,All body lines exercised
networkly_web/accounts/services.py,813,_neutralise_tab_or_cr_lead,False,4,4,All body lines exercised
networkly_web/accounts/services.py,832,_export_rows,False,1,1,All body lines exercised
networkly_web/accounts/services.py,837,_csv,False,11,11,All body lines exercised
networkly_web/accounts/services.py,862,contacts_csv,False,1,1,All body lines exercised
networkly_web/accounts/services.py,877,touches_csv,False,2,2,All body lines exercised
networkly_web/accounts/services.py,898,firms_csv,False,2,2,All body lines exercised
networkly_web/accounts/services.py,911,applications_csv,False,2,2,All body lines exercised
networkly_web/accounts/services.py,938,tasks_csv,False,2,2,All body lines exercised
networkly_web/accounts/services.py,953,play_dismissals_csv,False,2,2,All body lines exercised
networkly_web/accounts/services.py,977,bench_dismissals_csv,False,2,2,All body lines exercised
networkly_web/accounts/services.py,1002,campaigns_csv,False,2,2,All body lines exercised
networkly_web/accounts/services.py,1021,campaign_contacts_csv,False,2,2,All body lines exercised
networkly_web/accounts/services.py,1044,contact_merges_csv,False,2,2,All body lines exercised
networkly_web/accounts/services.py,1069,contact_proposals_csv,False,2,2,All body lines exercised
networkly_web/accounts/services.py,1091,application_events_csv,False,2,2,All body lines exercised
networkly_web/accounts/services.py,1118,mail_facts_csv,False,2,2,All body lines exercised
networkly_web/accounts/services.py,1141,autopilot_runs_csv,False,2,2,All body lines exercised
networkly_web/accounts/services.py,1160,autopilot_decisions_csv,False,2,2,All body lines exercised
networkly_web/accounts/services.py,1187,chat_debriefs_csv,False,2,2,All body lines exercised
networkly_web/accounts/services.py,1206,_fit_score_export_rows,False,9,9,All body lines exercised
networkly_web/accounts/services.py,1231,fit_scores_csv,False,1,1,All body lines exercised
networkly_web/accounts/services.py,1239,imports_csv,False,2,2,All body lines exercised
networkly_web/accounts/services.py,1251,product_events_csv,False,2,2,All body lines exercised
networkly_web/accounts/services.py,1263,calendar_events_csv,False,2,2,All body lines exercised
networkly_web/accounts/services.py,1280,chat_folders_csv,False,2,2,All body lines exercised
networkly_web/accounts/services.py,1285,chat_conversations_csv,False,2,2,All body lines exercised
networkly_web/accounts/services.py,1297,chat_messages_csv,False,2,2,All body lines exercised
networkly_web/accounts/services.py,1318,beta_invitation_csv,False,1,1,All body lines exercised
networkly_web/accounts/services.py,1324,assistant_turns_csv,False,2,2,All body lines exercised
networkly_web/accounts/services.py,1334,ai_jobs_csv,False,2,2,All body lines exercised
networkly_web/accounts/services.py,1346,advisor_memories_csv,False,2,2,All body lines exercised
networkly_web/accounts/services.py,1351,daily_briefs_csv,False,2,2,All body lines exercised
networkly_web/accounts/services.py,1360,gmail_connection_csv,False,5,5,All body lines exercised
networkly_web/accounts/services.py,1371,gcal_connection_csv,False,5,4,Some body lines exercised
networkly_web/accounts/services.py,1382,push_subscriptions_csv,False,2,2,All body lines exercised
networkly_web/accounts/services.py,1387,credit_ledger_csv,False,2,2,All body lines exercised
networkly_web/accounts/services.py,1401,pro_waitlist_csv,False,2,2,All body lines exercised
networkly_web/accounts/services.py,1416,profile_csv,False,2,2,All body lines exercised
networkly_web/accounts/services.py,1534,export_manifest,False,1,1,All body lines exercised
networkly_web/accounts/services.py,1540,_export_readme,False,6,6,All body lines exercised
networkly_web/accounts/services.py,1558,export_zip,False,2,2,All body lines exercised
networkly_web/accounts/services.py,1564,export_csv_file,False,11,11,All body lines exercised
networkly_web/accounts/services.py,1586,export_zip_file,False,13,10,Some body lines exercised
networkly_web/accounts/services.py,1694,delete_user_and_data,False,18,17,Some body lines exercised
networkly_web/accounts/services.py,1726,delete_user_and_data.remove_avatar,False,2,2,All body lines exercised
networkly_web/accounts/signals.py,20,record_signup,False,1,1,All body lines exercised
networkly_web/accounts/trials.py,72,email_is_configured,False,2,2,All body lines exercised
networkly_web/accounts/trials.py,82,start_trial_if_eligible,False,15,15,All body lines exercised
networkly_web/accounts/trials.py,113,trial_days_left,False,9,9,All body lines exercised
networkly_web/accounts/trials.py,138,trial_ended_notice,False,13,12,Some body lines exercised
networkly_web/accounts/trials.py,168,dismiss_trial_ended_notice,False,5,5,All body lines exercised
networkly_web/accounts/trials.py,179,send_trial_ended_email,False,13,13,All body lines exercised
networkly_web/accounts/trials.py,222,reset_free_rescan_throttle,False,12,12,All body lines exercised
networkly_web/accounts/unsubscribe.py,51,make_token,False,1,1,All body lines exercised
networkly_web/accounts/unsubscribe.py,56,read_token,False,5,5,All body lines exercised
networkly_web/accounts/unsubscribe.py,72,apply_flag,False,5,5,All body lines exercised
networkly_web/accounts/views.py,132,_step_url,False,1,1,All body lines exercised
networkly_web/accounts/views.py,136,_next_step,False,2,2,All body lines exercised
networkly_web/accounts/views.py,145,_bound_profile_form,False,1,1,All body lines exercised
networkly_web/accounts/views.py,173,_apply_profile,False,7,7,All body lines exercised
networkly_web/accounts/views.py,206,onboarding,False,52,50,Some body lines exercised
networkly_web/accounts/views.py,328,_account_email_row,False,1,1,All body lines exercised
networkly_web/accounts/views.py,349,_unverified_email,False,4,4,All body lines exercised
networkly_web/accounts/views.py,371,onboarding_preview_view,False,4,4,All body lines exercised
networkly_web/accounts/views.py,420,_split_by_declared_profile,False,11,11,All body lines exercised
networkly_web/accounts/views.py,442,_firm_picker_context,False,4,4,All body lines exercised
networkly_web/accounts/views.py,466,_target_firms_context,False,10,10,All body lines exercised
networkly_web/accounts/views.py,510,import_contacts,False,11,11,All body lines exercised
networkly_web/accounts/views.py,548,import_link_firm,False,14,12,Some body lines exercised
networkly_web/accounts/views.py,576,import_template,False,3,3,All body lines exercised
networkly_web/accounts/views.py,585,_gmail_live_context,False,8,8,All body lines exercised
networkly_web/accounts/views.py,642,_gcal_context,False,6,6,All body lines exercised
networkly_web/accounts/views.py,675,_credits_context,False,2,2,All body lines exercised
networkly_web/accounts/views.py,710,dismiss_trial_notice,False,2,2,All body lines exercised
networkly_web/accounts/views.py,726,settings_view,False,34,34,All body lines exercised
networkly_web/accounts/views.py,913,_security_context,False,3,3,All body lines exercised
networkly_web/accounts/views.py,941,export,False,14,14,All body lines exercised
networkly_web/accounts/views.py,976,_csv_download,False,3,0,Body not exercised
networkly_web/accounts/views.py,999,signout_other_sessions,False,5,5,All body lines exercised
networkly_web/accounts/views.py,1044,_deletion_receipt,False,6,5,Some body lines exercised
networkly_web/accounts/views.py,1062,delete_account,False,11,11,All body lines exercised
networkly_web/accounts/views.py,1088,timezone_detect,False,7,7,All body lines exercised
networkly_web/accounts/views.py,1132,push_subscribe,False,30,30,All body lines exercised
networkly_web/accounts/views.py,1213,push_status,False,10,8,Some body lines exercised
networkly_web/accounts/views.py,1235,push_unsubscribe,False,15,11,Some body lines exercised
networkly_web/accounts/views.py,1277,digest_unsubscribe,False,13,13,All body lines exercised
networkly_web/accounts/views.py,1312,privacy,False,1,1,All body lines exercised
networkly_web/accounts/views.py,1317,terms,False,1,1,All body lines exercised
networkly_web/accounts/views.py,1336,_universities,False,2,2,All body lines exercised
networkly_web/accounts/views.py,1343,university_search,False,19,19,All body lines exercised
networkly_web/analytics/events.py,26,record_event,False,2,2,All body lines exercised
networkly_web/analytics/models.py,39,UserOpportunity.__str__,False,1,0,Body not exercised
networkly_web/analytics/models.py,66,FitScore.__str__,False,1,0,Body not exercised
networkly_web/analytics/models.py,91,ProductEvent.__str__,False,1,1,All body lines exercised
networkly_web/analytics/models.py,106,Import.__str__,False,1,0,Body not exercised
networkly_web/analytics/views.py,74,_pilot_rows,False,20,20,All body lines exercised
networkly_web/analytics/views.py,149,_pilot_drilldown,False,10,9,Some body lines exercised
networkly_web/analytics/views.py,183,dashboard,False,13,13,All body lines exercised
networkly_web/assistant/agent.py,222,_labels,False,5,5,All body lines exercised
networkly_web/assistant/agent.py,234,_optional_text,False,11,7,Some body lines exercised
networkly_web/assistant/agent.py,253,_work_auth_clause,False,22,21,Some body lines exercised
networkly_web/assistant/agent.py,283,_cadence_clause,False,19,18,Some body lines exercised
networkly_web/assistant/agent.py,317,build_preamble,False,41,41,All body lines exercised
networkly_web/assistant/agent.py,389,_system_blocks,False,1,1,All body lines exercised
networkly_web/assistant/agent.py,406,_replayable,False,5,5,All body lines exercised
networkly_web/assistant/agent.py,432,_api_messages,False,12,12,All body lines exercised
networkly_web/assistant/agent.py,470,_repair_interrupted_tools,False,15,14,Some body lines exercised
networkly_web/assistant/agent.py,498,_tool_calls_used,False,2,2,All body lines exercised
networkly_web/assistant/agent.py,512,daily_cap,False,1,0,Body not exercised
networkly_web/assistant/agent.py,516,_log_usage,False,4,4,All body lines exercised
networkly_web/assistant/agent.py,541,messages_sent_today,False,2,2,All body lines exercised
networkly_web/assistant/agent.py,553,_credit_block_notice,False,5,5,All body lines exercised
networkly_web/assistant/agent.py,585,_notice,False,1,1,All body lines exercised
networkly_web/assistant/agent.py,595,_save,False,2,2,All body lines exercised
networkly_web/assistant/agent.py,600,_save_turn_reply,False,8,8,All body lines exercised
networkly_web/assistant/agent.py,630,_final_blocks,False,1,1,All body lines exercised
networkly_web/assistant/agent.py,645,_ending_notice,False,5,5,All body lines exercised
networkly_web/assistant/agent.py,671,reject_attachments,False,4,4,All body lines exercised
networkly_web/assistant/agent.py,702,_ai_title,False,11,11,All body lines exercised
networkly_web/assistant/agent.py,767,_retitle_if_first_message,False,15,15,All body lines exercised
networkly_web/assistant/agent.py,789,run_turn,False,76,75,Some body lines exercised
networkly_web/assistant/agent.py,1009,stream_turn,False,97,94,Some body lines exercised
networkly_web/assistant/agent.py,1261,tool_labels,False,6,6,All body lines exercised
networkly_web/assistant/agent.py,1270,_as_dict,False,6,4,Some body lines exercised
networkly_web/assistant/attachments.py,55,_kind_for,False,9,9,All body lines exercised
networkly_web/assistant/attachments.py,67,blocks_for,False,35,35,All body lines exercised
networkly_web/assistant/attachments.py,137,strip_private_fields,False,6,6,All body lines exercised
networkly_web/assistant/attachments.py,150,stub_old_blocks,False,6,6,All body lines exercised
networkly_web/assistant/brief.py,113,_fact,False,2,2,All body lines exercised
networkly_web/assistant/brief.py,135,_no_em_dashes,False,5,5,All body lines exercised
networkly_web/assistant/brief.py,175,_as_date,False,8,7,Some body lines exercised
networkly_web/assistant/brief.py,191,_dated,False,13,12,Some body lines exercised
networkly_web/assistant/brief.py,288,_quiet_day_message,False,3,3,All body lines exercised
networkly_web/assistant/brief.py,304,_summarize_actions,False,17,17,All body lines exercised
networkly_web/assistant/brief.py,364,_summarize_situation,False,22,22,All body lines exercised
networkly_web/assistant/brief.py,428,_age_phrase,False,11,8,Some body lines exercised
networkly_web/assistant/brief.py,512,_boldable,False,1,1,All body lines exercised
networkly_web/assistant/brief.py,536,_spellings,False,5,5,All body lines exercised
networkly_web/assistant/brief.py,548,_known_names,False,8,8,All body lines exercised
networkly_web/assistant/brief.py,569,_bold_known_names,False,14,13,Some body lines exercised
networkly_web/assistant/brief.py,609,_capped,False,6,6,All body lines exercised
networkly_web/assistant/brief.py,628,_live_contact_ids,False,1,1,All body lines exercised
networkly_web/assistant/brief.py,638,_ordered_contact_ids,False,8,8,All body lines exercised
networkly_web/assistant/brief.py,653,_cache_text,False,5,5,All body lines exercised
networkly_web/assistant/brief.py,683,_is_stale,False,6,6,All body lines exercised
networkly_web/assistant/brief.py,764,get_cached,False,7,7,All body lines exercised
networkly_web/assistant/brief.py,816,is_pending,False,1,1,All body lines exercised
networkly_web/assistant/brief.py,833,_summarize_gaps,False,8,7,Some body lines exercised
networkly_web/assistant/brief.py,853,_build_owned,False,50,49,Some body lines exercised
networkly_web/assistant/brief.py,1036,get_or_build,False,9,7,Some body lines exercised
networkly_web/assistant/client.py,39,close_client,False,4,4,All body lines exercised
networkly_web/assistant/client.py,47,is_configured,False,1,1,All body lines exercised
networkly_web/assistant/client.py,51,get_client,False,10,10,All body lines exercised
networkly_web/assistant/confirmation.py,18,approved_settings,False,25,21,Some body lines exercised
networkly_web/assistant/drafts.py,87,flag_reason,False,5,5,All body lines exercised
networkly_web/assistant/drafts.py,99,_as_prose,False,6,6,All body lines exercised
networkly_web/assistant/drafts.py,111,_parse_info,False,12,12,All body lines exercised
networkly_web/assistant/drafts.py,133,_parse_body,False,12,12,All body lines exercised
networkly_web/assistant/drafts.py,155,split,False,25,25,All body lines exercised
networkly_web/assistant/drafts.py,210,marker_for,False,1,1,All body lines exercised
networkly_web/assistant/lifecycle.py,13,require_active_user,False,2,2,All body lines exercised
networkly_web/assistant/locks.py,21,ConversationLock.__init__,False,6,5,Some body lines exercised
networkly_web/assistant/locks.py,29,ConversationLock.__enter__,False,16,12,Some body lines exercised
networkly_web/assistant/locks.py,54,ConversationLock.lock_key,False,1,1,All body lines exercised
networkly_web/assistant/locks.py,57,ConversationLock.ensure_owned,False,7,5,Some body lines exercised
networkly_web/assistant/locks.py,67,ConversationLock.__exit__,False,4,4,All body lines exercised
networkly_web/assistant/locks.py,82,AccountGenerationLock.lock_key,False,1,1,All body lines exercised
networkly_web/assistant/management/commands/assistant_reconcile.py,14,Command.add_arguments,False,4,4,All body lines exercised
networkly_web/assistant/management/commands/assistant_reconcile.py,20,Command.handle,False,17,15,Some body lines exercised
networkly_web/assistant/metering.py,28,finish_reservation,False,20,16,Some body lines exercised
networkly_web/assistant/metering.py,67,TurnCharge.__init__,False,5,5,All body lines exercised
networkly_web/assistant/metering.py,74,TurnCharge.open_client,False,3,3,All body lines exercised
networkly_web/assistant/metering.py,79,TurnCharge.ensure_owned,False,2,2,All body lines exercised
networkly_web/assistant/metering.py,83,TurnCharge.reserve,False,16,15,Some body lines exercised
networkly_web/assistant/metering.py,110,TurnCharge.refund,False,3,3,All body lines exercised
networkly_web/assistant/metering.py,115,TurnCharge.keep,False,4,4,All body lines exercised
networkly_web/assistant/metering.py,121,TurnCharge.__exit__,False,6,6,All body lines exercised
networkly_web/assistant/metering.py,131,_check_conversation,False,3,2,Some body lines exercised
networkly_web/assistant/metering.py,137,charge_turn,False,3,3,All body lines exercised
networkly_web/assistant/metering.py,139,charge_turn.wrapped,False,29,29,All body lines exercised
networkly_web/assistant/metering.py,141,charge_turn.wrapped.inactive,False,1,1,All body lines exercised
networkly_web/assistant/metering.py,180,charge_stream,False,3,3,All body lines exercised
networkly_web/assistant/metering.py,182,charge_stream.wrapped,False,34,34,All body lines exercised
networkly_web/assistant/mismatch.py,122,_firms_named,False,1,1,All body lines exercised
networkly_web/assistant/mismatch.py,126,_recipient_firm_aliases,False,1,1,All body lines exercised
networkly_web/assistant/mismatch.py,138,_greeting_names,False,1,1,All body lines exercised
networkly_web/assistant/mismatch.py,142,_name_tokens,False,1,1,All body lines exercised
networkly_web/assistant/mismatch.py,146,mismatch_reason,False,17,16,Some body lines exercised
networkly_web/assistant/models.py,50,ChatFolder.__str__,False,1,0,Body not exercised
networkly_web/assistant/models.py,78,ChatConversation.__str__,False,1,0,Body not exercised
networkly_web/assistant/models.py,111,ChatMessage.__str__,False,1,1,All body lines exercised
networkly_web/assistant/models.py,116,ChatMessage.blocks,False,1,1,All body lines exercised
networkly_web/assistant/models.py,120,ChatMessage.text,False,1,1,All body lines exercised
networkly_web/assistant/models.py,129,ChatMessage.attachment_names,False,1,1,All body lines exercised
networkly_web/assistant/models.py,141,ChatMessage.tool_names,False,1,1,All body lines exercised
networkly_web/assistant/models.py,149,ChatMessage.is_tool_result,False,2,2,All body lines exercised
networkly_web/assistant/models.py,182,AdvisorMemory.__str__,False,1,0,Body not exercised
networkly_web/assistant/models.py,247,DailyBrief.__str__,False,1,0,Body not exercised
networkly_web/assistant/plans.py,44,model_label,False,4,3,Some body lines exercised
networkly_web/assistant/plans.py,66,PlanLimits.label,False,2,2,All body lines exercised
networkly_web/assistant/plans.py,71,PlanLimits.model_short,False,1,1,All body lines exercised
networkly_web/assistant/plans.py,75,plan_of,False,2,2,All body lines exercised
networkly_web/assistant/plans.py,80,limits_for,False,4,4,All body lines exercised
networkly_web/assistant/recovery.py,16,reconcile_reservations,False,22,20,Some body lines exercised
networkly_web/assistant/situation.py,177,_parse_date,False,6,3,Some body lines exercised
networkly_web/assistant/situation.py,191,_deadline_source,False,3,3,All body lines exercised
networkly_web/assistant/situation.py,213,_deadline_moved_events,False,17,17,All body lines exercised
networkly_web/assistant/situation.py,271,_display_location,False,15,14,Some body lines exercised
networkly_web/assistant/situation.py,310,_drop_advanced_levels,False,14,14,All body lines exercised
networkly_web/assistant/situation.py,335,_new_role_events,False,33,32,Some body lines exercised
networkly_web/assistant/situation.py,496,build_situation,False,19,18,Some body lines exercised
networkly_web/assistant/templatetags/assistant_extras.py,26,chat_format,False,3,3,All body lines exercised
